julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
15.05.2018;AXIO MET;AX-101B;CAT III 500 V, 10 A;Mittavälineet;Mittausväline;ei ole;Palo,Sähköisku;Markkinoilta poisto;YNS-20180228-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=40366,http://marek.tukes.fi/Tuote.aspx?kuvaid=40361;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Starelec Oy ,Maahantuoja,PL 275 (Kiillekuja 3),65101,VAASA;;Yleismittarin 10 A mittausalueella ei ole tuotestandardin edellyttämää ylivirtasuojausta. Yleismittarin mukana toimitetut mittajohdot eivät täytä CAT III-mittauskategorian vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61010 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
14.05.2018;Out of the Blue;23254, 57/9206;10 A, 250 V~, IP20;Asennustarvikkeet, kaapelit, komponentit;Siirtymispistokytkin;4029811353934;Sähköisku;Palautusmenettely;JAT-20180321-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40487,http://marek.tukes.fi/Tuote.aspx?kuvaid=40485,http://marek.tukes.fi/Tuote.aspx?kuvaid=40486;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Aimo Latvala Oy Ab Säästötalo Latvala,Jakelija,Suurlohjankatu 4-8 ,08100,LOHJA;;Siirtymispistokytkimen (adapterin) avulla on mahdollista kytkeä 0-luokan laite suojamaadoitettuun pistorasiaan. Siirtymispistokytkimeen sopivan pistotulpan jännitteiset tapit ovat kosketeltavissa työnnettäessä sitä siirtymispistokytkimen pistorasiaosaan. Lisäksi siirtymispistokytkimen pistorasiaosaan voidaan kytkeä pistotulppa yksinapaisesti, jolloin pistotulpan toinen tappi jää kosketeltavaksi. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin IEC 60884 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
21.05.2018;LEDenergie;6412/PO5498;DB-4W, 230V, 50Hz, class II, IP54;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin, LED;6430058414162;Sähköisku;Markkinoilta poisto;YNS-20180228-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40565,http://marek.tukes.fi/Tuote.aspx?kuvaid=40563,http://marek.tukes.fi/Tuote.aspx?kuvaid=40564;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Tuote ei täytä kotelointiluokan IP54 (roiskevesikoe) vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
15.05.2018;Pellekellopalapeli;TIME STAMP 16/52, Bilteman tuotenumero Art. 45-9900;;Tavara;Nuppipalapeli;;Tukehtuminen;Palautusmenettely;PEV-20171227-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40667,http://marek.tukes.fi/Tuote.aspx?kuvaid=40668;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on sitoutunut vapaaehtoisesti suorittamaan toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Biltema Suomi Oy ,Maahantuoja,PL 18,00270,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=4795;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara.;Toiminnanharjoittaja on  vapaaehtoisesti ryhtynyt tuotetta koskevan palautusmenettelyn järjestämiseen.
16.05.2018;LIEWOOD ANDY-Puuhelistin;;;Tavara;Helistin;;Tukehtuminen;Palautusmenettely;AME-20180124-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40878;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Bebes Oy ,Maahantuoja,Urho Kekkosenkatu 1, Kampin kauppakeskus 3.krs,00100,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=4796;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
24.05.2018;Switching Adapter;SJ-0900800-E (pakkauksessa: 6907);Input: 100–240 V~, 50/60 Hz, 0,2A, Class II. Output: 9,0VDC, 800 mA;Verkkoliitäntäkojeet ja lataus;Latauslaite;2220001624861;Sähköisku;Kielto asettaa tuote saataville markkinoilla;JAT-20180126-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=40477,http://marek.tukes.fi/Tuote.aspx?kuvaid=40475,http://marek.tukes.fi/Tuote.aspx?kuvaid=40476;Tukesin päätöksellä talouden toimija on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen, mukaan lukien uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, talouden toimijaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Verkkokauppa.com Oyj ,Maahantuoja,Tyynenmerenkatu 11,00220,HELSINKI;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia. Latauslaitteen eristys on puutteellinen.;Tukes on antanut asiasta päätöksen, jolla yritystä kielletään asettamasta tuotetta saataville markkinoilla. Yritys ei saa enää myydä tai muuten luovuttaa tuotteita, joita päätös koskee.
09.02.2018;Tetra;HT 150;230V~, 50Hz, 150W, IPX8, Class II, max. 80cm;Kotitalouslaitteet;Akvaariolämmitin;4004218606470;Sähköisku;Kielto asettaa tuote saataville markkinoilla;YNS-20170904-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=37552,http://marek.tukes.fi/Tuote.aspx?kuvaid=37548,http://marek.tukes.fi/Tuote.aspx?kuvaid=37553;Tukesin päätöksellä talouden toimija on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen, mukaan lukien uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, talouden toimijaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Prima Pet Premium Oy ,Maahantuoja,Teollisuustie 9,33330,TAMPERE;;Iskuvasarakokeessa lasinen kotelo rikkoutui ensimmäisellä iskulla. Jännitteiset osat ovat tämän jälkeen käyttäjän kosketeltavissa. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60335 vaatimuksia.;Tukes on antanut asiasta päätöksen, jolla yritystä kielletään asettamasta tuotetta saataville markkinoilla. Yritys ei saa enää myydä tai muuten luovuttaa tuotteita, joita päätös koskee.
25.05.2018;V-TAC;VT-1207 RD / SKU 4857 (Erä: 0000504);Valaisin: DS-12W,300mA(cc),class III:IP20. Liitäntälaite: 5-265V,50/60Hz,24-48Vdc/300mA(cc),class II,IP20,ta 50°C,tc 75°;Valaisimet ja valaisintarvikkeet;Kattovalaisin LED-moduulilla (upotettava);3800230629784;Sähköisku;Palautusmenettely;SEN-20180312-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40470,http://marek.tukes.fi/Tuote.aspx?kuvaid=40466,http://marek.tukes.fi/Tuote.aspx?kuvaid=40469,http://marek.tukes.fi/Tuote.aspx?kuvaid=40467;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Focus Interiors Oy ,Maahantuoja,Kuusipolku 35,37150,NOKIA;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-1 vaatimuksia. Valaisimen liitäntälaitteen eristys on puutteellinen. Päätös koskee vain tuotantoerää 0000504.;Tukesin tekemä palautusmenettelyä koskeva päätös.
25.05.2018;Axxel;EM908 / 8068;220 V / 50 Hz / I? N 30 mA;Mittavälineet;Sukotesteri;6438152080689;Sähköisku,Palo;Palautusmenettely;JAT-20180309-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40417,http://marek.tukes.fi/Tuote.aspx?kuvaid=40418,http://marek.tukes.fi/Tuote.aspx?kuvaid=40413;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Toolnet Elektro Oy ,Maahantuoja,Sorvaajankatu 11a B,00880,HELSINKI;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61010 vaatimuksia. Tuotteessa on puutteita eristyksessä ja ylivirtasuojauksessa.;Tukesin tekemä palautusmenettelyä koskeva päätös.
28.05.2018;Grundig (liitäntälaite: Xing Yuan);51546 (liitäntälaite: XY-1201000-EO);LED-nauha: DS-9,6W,12Vdc,class III,IP44.Verkkoliitkoje:100-240V,0,5A,50/60Hz,12Vdc/1,0A,class II,IP44,SELV, ta 40°C;Valaisimet ja valaisintarvikkeet;Valonauha, LED;8711252515465;Sähköisku;Markkinoilta poisto;JAT-20180212-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40591,http://marek.tukes.fi/Tuote.aspx?kuvaid=40585,http://marek.tukes.fi/Tuote.aspx?kuvaid=40586,http://marek.tukes.fi/Tuote.aspx?kuvaid=40587;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Ale-Makasiini Matti Riikonen Oy ,Jakelija,Yritystie 4,44200,SUOLAHTI;;Liitäntälaite (Xiag Yuan) ei täytä kotelointiluokan IP44 (roiskevesikoe) vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61558 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
21.05.2018;Ice H;Neo, suojapanta, joka on tarkoitettu suojaamaan päätä ja vaimentamaan iskua kaatumisessa;;Tavara;Päänsuojain;;Sisäiset vammat;Markkinoilta poisto / muodollinen vaatimustenvastaisuus;KAS-20180427-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40971,http://marek.tukes.fi/Tuote.aspx?kuvaid=40972;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.; Golden Skate Oy ,Jakelija,Aarikkalankatu 36 ,33530,TAMPERE;;Tuote ei täytä henkilönsuojaimista annetun valtioneuvoston päätöksen (1406/1993) vaatimuksia.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli keskeyttänyt tuotteen uudet toimitukset ja poistanut tuotteen markkinoilta.
21.05.2018;Innolux;Bilbao 076406 (liitäntälaite: ZHX-10.5V/0.6A-CC-A3);Valaisin:10,5V,0,6A,lk III.Liitäntälaite:100-240V,50/60Hz,0,15A:7-10,5V/0,6A(cc),Uout 11,5V,lk II,ta40°C,tc75,SELV;Valaisimet ja valaisintarvikkeet;Pöytävalaisin LED;6420611987097;Sähköisku;Markkinoilta poisto;JAT-20171025-06;http://marek.tukes.fi/Tuote.aspx?kuvaid=39508,http://marek.tukes.fi/Tuote.aspx?kuvaid=38412,http://marek.tukes.fi/Tuote.aspx?kuvaid=38413;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Innojok Oy ,Valmistaja,Sirrikuja 3 L,00940,HELSINKI;;Liitäntälaitteen muuntajassa on riittämätön erotus verkkojännitteisen ensiöpiirin ja kosketeltavan toisiopiirin välillä. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevien eurooppalaisten harmonisoitujen standardien EN 60598 ja EN 61347 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
21.05.2018;LED Panel Light;6W (liitäntälaite: HJY5-7x1W;Valaisin:DS-6W, 300mA (cc), lk III, IP20. Liitäntälaite:85-265V,50/60Hz,300mA(cc)/15-28V,tc 75°,ta 50°C,lk II,IP20;Valaisimet ja valaisintarvikkeet;Kattovalaisin LED-moduulilla (upotettava);ei ole;Sähköisku;Palautusmenettely;JAT-20171211-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40211,http://marek.tukes.fi/Tuote.aspx?kuvaid=40207,http://marek.tukes.fi/Tuote.aspx?kuvaid=40209;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Porox Oy ,Maahantuoja,Iisankaari 19,38200,SASTAMALA;;Liitäntälaitteen muuntajassa on riittämätön erotus verkkojännitteisen ensiöpiirin ja kosketeltavan toisiopiirin välillä. Tuotteessa myös muita puutteita niin sähköisten vaatimusten kuin myös merkintöjen suhteen.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevien eurooppalaisten harmonisoitujen standardien EN 60598 ja EN 61347 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
02.05.2018;LED virtalähde 24V, 36W;LED virtalähde 24V, 36W;Input: 100 – 240 V~, 50 – 60 Hz, 0,25 A, Suojausluokka II / Class II. Output: 24 VDC, 1,5 A;Verkkoliitäntäkojeet ja lataus;Verkkoliitäntäkoje tietokoneelle;;Sähköisku;Palautusmenettely;YNS-20180130-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=40073,http://marek.tukes.fi/Tuote.aspx?kuvaid=40067,http://marek.tukes.fi/Tuote.aspx?kuvaid=40068;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Lamppukauppa Led Store Oy ,Nettikauppias,Puutarhatie 26 A 9,01300,VANTAA;;Tuotteen sähköeristyksessä on puute jonka seurauksena käyttäjä voi saada sähköiskun. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
22.05.2018;Opal;ACZ489 (XP01-4D) erä S4527;Napaluku 2+PE,230 V, IP44. Pistotulppa, kiintojohtoinen, malli SY-11. Kaapeli H05RR-F;Asennustarvikkeet, kaapelit, komponentit;Johtokela;6413013241430;Sähköisku;Markkinoilta poisto;YNS-20180110-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=39551,http://marek.tukes.fi/Tuote.aspx?kuvaid=39549,http://marek.tukes.fi/Tuote.aspx?kuvaid=39550;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Onninen Oy ,Maahantuoja,Mittalinja 1,01260,VANTAA;;Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia. Kelan sisälle meni vettä.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
22.05.2018;BousVal;LED-FL-20;DS-20W, 100-240V, IP65, class I;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;;Sähköisku;Markkinoilta poisto;JAT-20171130-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40337,http://marek.tukes.fi/Tuote.aspx?kuvaid=40331,http://marek.tukes.fi/Tuote.aspx?kuvaid=40335;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Sähkö-Vertanen Oy Tori-Sähkö,Maahantuoja,Ilolantie 3,43100,SAARIJÄRVI;;Tuote ei täytä kotelointiluokan IPX5 (suihkuvesikoe) vaatimuksia. Valaisimessa on muitakin puutteita, jotka aiheuttavat käyttäjälle sähköiskun vaaran.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
